_NAME_,_PRICE_,_CUSINE_CATEGORY_,_CITY_,_REGION_,_URL_,_PAGE_NO_,_CUSINE_TYPE_,_TIMING_,_RATING_TYPE_,_RATING_,_VOTES_
"""The Graduate Restaurant""","""800""","""North Indian,Chinese,South Indian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/the-graduate-restaurant-1-nirala-bazar/info""","""1""","""Casual Dining""","""9am to 11pm(Mon-Sun)""","""Good""","""3.9""","""155"""
"""Amigos Kitchen""","""500""","""North Indian,Chinese,Continental""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/amigos-kitchen-cidco/info""","""1""","""Casual Dining""","""12noon to 11pm(Mon-Sun)""","""Very Good""","""4.4""","""622"""
"""SNT Tahari House""","""400""","""Maharashtrian""","""Aurangabad""","""Shahgunj""","""https://www.zomato.com/aurangabad/snt-tahari-house-shahgunj/info""","""1""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.4""","""382"""
"""Kef Lounge""","""500""","""North Indian,Chinese,Thai""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/kef-lounge-1-usmanpura/info""","""1""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Excellent""","""4.6""","""256"""
"""KFC""","""400""","""Burger,Fast Food""","""Aurangabad""","""Prozone Mall-- Chicalthana""","""https://www.zomato.com/aurangabad/kfc-chikalthana/info""","""1""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.3""","""439"""
"""Great Sagar Restaurant""","""600""","""North Indian,Mughlai,Kebab,Biryani""","""Aurangabad""","""Shahgunj""","""https://www.zomato.com/aurangabad/great-sagar-restaurant-shahgunj/info""","""1""","""Casual Dining""","""12noon to 11pm(Mon-Sun)""","""Very Good""","""4.2""","""458"""
"""Yalla Yalla""","""500""","""North Indian,Hyderabadi,Biryani""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/yalla-yalla-usmanpura/info""","""1""","""Quick Bites""","""12noon to 11pm(Mon-Sun)""","""Very Good""","""4.2""","""577"""
"""Saurabh Restaurant""","""350""","""North Indian,Mughlai,Biryani,South Indian,Chinese""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/saurabh-restaurant-midc/info""","""1""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Excellent""","""4.6""","""357"""
"""Bhoj Restaurant""","""450""","""North Indian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/bhoj-restaurant-nirala-bazar/info""","""1""","""Casual Dining""","""11am to 330pm,7pm to 11pm(Mon-Sun)""","""Excellent""","""4.6""","""528"""
"""Sagar Restaurant""","""600""","""North Indian""","""Aurangabad""","""Shahgunj""","""https://www.zomato.com/aurangabad/sagar-restaurant-shahgunj/info""","""1""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.0""","""281"""
"""Domino's Pizza""","""700""","""Pizza,Fast Food""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/dominos-pizza-nirala-bazar/info""","""1""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Average""","""2.6""","""511"""
"""Smile Veg Restaurant""","""400""","""North Indian,South Indian,Fast Food,Chinese""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/smile-veg-restaurant-nirala-bazar/info""","""1""","""Quick Bites""","""7am to 11pm(Mon-Sun)""","""Very Good""","""4.3""","""389"""
"""Koyla Dum Biryanis & Kebabs""","""500""","""Biryani""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/koyla-dum-biryanis-kebabs-1-cidco/info""","""1""","""none""","""11am to 11pm(Mon-Sun)""","""Average""","""2.7""","""488"""
"""Pizza Hut""","""750""","""Pizza,Fast Food""","""Aurangabad""","""Prozone Mall-- Chicalthana""","""https://www.zomato.com/aurangabad/pizza-hut-chikalthana/info""","""1""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.0""","""434"""
"""Gayatri Mewad""","""400""","""Maharashtrian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/gayatri-mewad-nirala-bazar/info""","""1""","""Casual Dining""","""12noon to 11pm(Mon-Sun)""","""Excellent""","""4.5""","""330"""
"""KC Foods & Parcels""","""150""","""North Indian,Maharashtrian""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/kc-foods-parcels-ulkanagari/info""","""10""","""none""","""9am to 9pm(Mon-Sun)""","""Good""","""3.7""","""52"""
"""UR'S Pizza""","""400""","""Pizza,Fast Food""","""Aurangabad""","""Waluj""","""https://www.zomato.com/aurangabad/urs-pizza-waluj/info""","""10""","""Quick Bites""","""9am to 10pm(Mon-Sun)""","""Average""","""3.1""","""35"""
"""VIP Maratha""","""200""","""Fast Food,North Indian""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/vip-maratha-midc/info""","""10""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Good""","""3.6""","""20"""
"""Prem Pani Puri""","""100""","""Street Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/prem-pani-puri-cidco/info""","""10""","""Quick Bites""","""3pm to 10pm(Mon-Sun)""","""Good""","""3.5""","""22"""
"""Charminar""","""450""","""North Indian""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/charminar-cidco/info""","""10""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Good""","""3.7""","""35"""
"""Hotel Nitin Maratha""","""300""","""North Indian,Maharashtrian""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/hotel-nitin-maratha-gadia-vihar/info""","""10""","""Quick Bites""","""9am to 10pm(Mon-Sun)""","""Average""","""3.1""","""6"""
"""Veggiegrill""","""250""","""Fast Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/veggiegrill-cidco/info""","""10""","""Quick Bites""","""1pm to 10pm(Mon-Sun)""","""Very Good""","""4.0""","""47"""
"""AR Diet Cafe""","""200""","""Cafe,Healthy Food""","""Aurangabad""","""Akashwani""","""https://www.zomato.com/aurangabad/ar-diet-cafe-akashwani/info""","""10""","""Café""","""8am to 10pm(Mon-Sun)""","""Good""","""3.7""","""20"""
"""Jai Bhawani Family Restaurant""","""500""","""North Indian,Maharashtrian""","""Aurangabad""","""Waluj""","""https://www.zomato.com/aurangabad/jai-bhawani-family-restaurant-2-waluj/info""","""10""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.2""","""51"""
"""Shree Krishna Foodie Pure Veg""","""300""","""Fast Food""","""Aurangabad""","""Akashwani""","""https://www.zomato.com/aurangabad/shree-krishna-foodie-pure-veg-akashwani/info""","""10""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Good""","""3.6""","""45"""
"""Khalsa Punjabi Hotel""","""250""","""North Indian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/khalsa-punjabi-hotel-nirala-bazar/info""","""10""","""Casual Dining""","""11am to 12midnight(Mon-Sun)""","""Average""","""3.0""","""52"""
"""Maharashtra Darbar""","""500""","""Maharashtrian""","""Aurangabad""","""Hotel Green Olive-- Nirala Bazar""","""https://www.zomato.com/aurangabad/maharashtra-darbar-nirala-bazar/info""","""10""","""Casual Dining""","""12noon to 330pm,7pm to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Anshu's Food Corner""","""250""","""Fast Food,Street Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/anshus-food-corner-ulkanagari/info""","""10""","""Quick Bites""","""10am to 11pm(Mon-Sun)""","""Good""","""3.6""","""33"""
"""New Punjab Hindu Hotel""","""400""","""North Indian""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/new-punjab-hindu-hotel-1-midc/info""","""10""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Good""","""3.9""","""53"""
"""Tom & Jerry Cafe""","""350""","""Cafe""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/tom-jerry-cafe-cidco/info""","""10""","""Café""","""10am to 9pm(Mon-Sun)""","""Good""","""3.6""","""34"""
"""Blackstone Cafe & Lounge""","""500""","""Cafe""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/blackstone-cafe-lounge-usmanpura/info""","""11""","""Café""","""10am to 10pm(Mon-Sun)""","""Good""","""3.8""","""39"""
"""Revelry -The Cake House""","""300""","""Bakery,Desserts""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/revelry-the-cake-house-ulkanagari/info""","""11""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""13"""
"""Hotel Delhi Darbar""","""500""","""North Indian""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/hotel-delhi-darbar-gadia-vihar/info""","""11""","""Quick Bites""","""7am to 10pm(Mon-Sun)""","""Good""","""3.5""","""42"""
"""Cake 'n' Bake""","""200""","""Bakery""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/cake-n-bake-cidco/info""","""11""","""Bakery""","""9am to 11pm(Mon-Sun)""","""Good""","""3.5""","""42"""
"""Chilli- The Skycourt Hotel""","""500""","""North Indian,South Indian,Continental""","""Aurangabad""","""The Skycourt Hotel""","""https://www.zomato.com/aurangabad/chilli-the-skycourt-hotel-midc/info""","""11""","""Casual Dining""","""11am to 1045pm(Mon-Sun)""","""Average""","""3.4""","""13"""
"""Lucky Sagar""","""200""","""Biryani""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/lucky-sagar-gadia-vihar/info""","""11""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Good""","""3.8""","""32"""
"""Green Tahari House""","""400""","""Biryani,Chinese""","""Aurangabad""","""Shahgunj""","""https://www.zomato.com/aurangabad/green-tahari-house-shahgunj/info""","""11""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Good""","""3.6""","""31"""
"""Blue Nile""","""400""","""North Indian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/blue-nile-nirala-bazar/info""","""11""","""Quick Bites""","""11am to 1145pm(Mon),11am to 12midnight...""","""Good""","""3.7""","""47"""
"""Queen's Ice Cream""","""300""","""Ice Cream""","""Aurangabad""","""Vedant Nagar""","""https://www.zomato.com/aurangabad/queens-ice-cream-vedant-nagar/info""","""11""","""Dessert Parlor""","""10am to 10pm(Mon-Sun)""","""Good""","""3.7""","""19"""
"""Cafe Creme""","""350""","""Fast Food,Desserts,Beverages""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/cafe-creme-usmanpura/info""","""11""","""Quick Bites""","""10am to 9pm(Mon-Sun)""","""Average""","""3.4""","""26"""
"""Cafe Durga""","""250""","""Cafe""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/cafe-durga-nirala-bazar/info""","""11""","""Café""","""9am to 10pm(Mon-Sun)""","""Average""","""2.7""","""22"""
"""Backstreet Cafe""","""400""","""Continental""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/backstreet-cafe-nirala-bazar/info""","""11""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Good""","""3.7""","""17"""
"""Manbhavan Premium Thali Restaurant""","""500""","""North Indian""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/manbhavan-premium-thali-restaurant-ulkanagari/info""","""11""","""Casual Dining""","""12noon to 330pm,7pm to 10pm(Mon-Sun)""","""Average""","""3.4""","""15"""
"""Burger Basket -Fast Food""","""300""","""Fast Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/burger-basket-fast-food-cidco/info""","""11""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Average""","""3.4""","""16"""
"""S Square""","""600""","""North Indian,Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/s-square-1-cidco/info""","""11""","""Casual Dining""","""NA""","""Good""","""3.6""","""32"""
"""The Salt""","""650""","""North Indian,Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/the-salt-cidco/info""","""12""","""Casual Dining""","""7am to 1030am,1230pm to 230pm,7pm to 1030pm...""","""Average""","""3.4""","""29"""
"""Lakhotiya's Cakes""","""500""","""Bakery""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/lakhotiyas-cakes-usmanpura/info""","""12""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Average""","""3.2""","""5"""
"""Teaclub""","""100""","""Fast Food,Tea""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/teaclub-usmanpura/info""","""12""","""Quick Bites""","""730am to 10pm(Mon-Sun)""","""Good""","""3.5""","""23"""
"""Cafe Creme""","""250""","""Fast Food""","""Aurangabad""","""Waluj""","""https://www.zomato.com/aurangabad/cafe-creme-waluj/info""","""12""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Good""","""3.5""","""16"""
"""Silli Chilli""","""350""","""Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/silli-chilli-cidco/info""","""12""","""Quick Bites""","""12noon to 330pm,6pm to 1030pm(Mon-Sun)""","""Average""","""3.3""","""23"""
"""Hot Plate Restaurant""","""650""","""North Indian,Mughlai,Chinese""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/hot-plate-restaurant-usmanpura/info""","""12""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Good""","""3.8""","""89"""
"""Cake 'n' Bake""","""300""","""Bakery""","""Aurangabad""","""Vedant Nagar""","""https://www.zomato.com/aurangabad/cake-n-bake-vedant-nagar/info""","""12""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""9"""
"""Alankar Restaurant""","""500""","""Mughlai,Indian,Chinese,Biryani,Hyderabadi,Kebab,Maharashtrian,Seafood""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/alankar-restaurant-nirala-bazar/info""","""12""","""Casual Dining""","""7am to 11pm(Mon-Sun)""","""Good""","""3.8""","""72"""
"""Farmish Sandwich""","""150""","""Beverages,Healthy Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/farmish-sandwich-ulkanagari/info""","""12""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Good""","""3.6""","""20"""
"""Patil Mama Vadapav Wale""","""150""","""Street Food""","""Aurangabad""","""Nyay Nagar""","""https://www.zomato.com/aurangabad/patil-mama-vadapav-wale-nyay-nagar/info""","""12""","""Quick Bites""","""8am to 11pm(Mon-Sun)""","""Good""","""3.8""","""41"""
"""Sai Chinese Fast Food""","""300""","""Chinese,Fast Food""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/sai-chinese-fast-food-gadia-vihar/info""","""12""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.3""","""19"""
"""4K's Fast Food""","""300""","""Fast Food,Desserts,Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/4ks-fast-food-cidco/info""","""12""","""Quick Bites""","""12noon to 11pm(Mon-Sun)""","""Good""","""3.8""","""54"""
"""Loksewa Pure Veg Restaurant""","""200""","""North Indian""","""Aurangabad""","""Gulmandi""","""https://www.zomato.com/aurangabad/loksewa-pure-veg-restaurant-gulmandi/info""","""12""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.0""","""14"""
"""Bikaneer Mithaiwala""","""300""","""Mithai,Bakery""","""Aurangabad""","""Waluj""","""https://www.zomato.com/aurangabad/bikaneer-mithaiwala-waluj/info""","""12""","""Sweet Shop""","""730am to 10pm(Mon-Sun)""","""Average""","""2.8""","""16"""
"""Madni Restaurant""","""200""","""North Indian,Chinese,Fast Food""","""Aurangabad""","""Shahgunj""","""https://www.zomato.com/aurangabad/madni-restaurant-2-shahgunj/info""","""12""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""10"""
"""Hotel New Bawarchi""","""300""","""North Indian,Chinese""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/hotel-new-bawarchi-midc/info""","""13""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""12"""
"""Monginis""","""350""","""Bakery,Desserts""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/monginis-midc/info""","""13""","""Bakery""","""(Mon-Sun)""","""Average""","""3.1""","""11"""
"""Annapurna Mewad Bhoj""","""200""","""North Indian,Maharashtrian""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/annapurna-mewad-bhoj-cidco/info""","""13""","""Bhojanalya""","""NA""","""Average""","""3.4""","""15"""
"""Hotel Rassa""","""200""","""North Indian,Maharashtrian""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/hotel-rassa-3-ulkanagari/info""","""13""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""2.9""","""8"""
"""Om Veg Restaurant""","""250""","""North Indian""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/om-veg-restaurant-cidco/info""","""13""","""Casual Dining""","""10am to 10pm(Mon-Sun)""","""Average""","""3.3""","""17"""
"""Hotel Rana""","""500""","""North Indian,Chinese""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/hotel-rana-usmanpura/info""","""13""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Good""","""3.8""","""75"""
"""Fun Food Etc""","""350""","""South Indian,Chinese,Street Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/fun-food-etc-2-ulkanagari/info""","""13""","""Quick Bites""","""930am to 1030pm(Mon-Sun)""","""Good""","""3.5""","""12"""
"""Raseshwar""","""300""","""Fast Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/raseshwar-ulkanagari/info""","""13""","""Quick Bites""","""930am to 1030pm(Mon-Sun)""","""Average""","""3.2""","""13"""
"""Sarda's Food Mantra""","""700""","""Chinese,Fast Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/sardas-food-mantra-ulkanagari/info""","""13""","""Casual Dining""","""1130am to 1030pm(Mon-Sun)""","""Good""","""3.5""","""17"""
"""Hotel Great Punjab""","""400""","""North Indian""","""Aurangabad""","""MIDC""","""https://www.zomato.com/aurangabad/hotel-great-punjab-1-midc/info""","""13""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.2""","""12"""
"""Food Junction""","""800""","""Chinese,Fast Food,Gujarati,Maharashtrian,North Indian,Rajasthani""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/food-junction-cidco/info""","""13""","""Casual Dining""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""15"""
"""Indiana Cake Boutique""","""350""","""Chinese,Fast Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/indiana-cake-boutique-1-cidco/info""","""13""","""Quick Bites""","""10am to 11pm(Mon-Sun)""","""Good""","""3.9""","""59"""
"""Feelme Rest O Cafe""","""400""","""Cafe,Chinese""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/feelme-rest-o-cafe-gadia-vihar/info""","""13""","""Café""","""11am to 10pm(Mon-Sun)""","""Average""","""3.4""","""14"""
"""Tejas Dum Biryani""","""200""","""North Indian,Chinese,Fast Food""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/tejas-dum-biryani-usmanpura/info""","""13""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.1""","""11"""
"""Renu's Poli Bhaji Kendra""","""200""","""Maharashtrian""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/renus-poli-bhaji-kendra-gadia-vihar/info""","""13""","""none""","""8am to 330pm,530pm to 10pm(Mon-Sun)""","""Average""","""3.2""","""5"""
"""Sip N' Brew""","""300""","""Cafe,Continental""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/sip-n-brew-cidco/info""","""14""","""Café""","""10am to 10pm(Mon-Sun)""","""Average""","""3.3""","""12"""
"""Delite Oven Fresh""","""300""","""Bakery,Desserts""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/delite-oven-fresh-nirala-bazar/info""","""14""","""Bakery""","""10am to 1030pm(Mon-Sun)""","""Average""","""3.0""","""6"""
"""Shri Ganesh Sabudana Vada""","""100""","""Mithai,Maharashtrian""","""Aurangabad""","""Mondha""","""https://www.zomato.com/aurangabad/shri-ganesh-sabudana-vada-mondha/info""","""14""","""Quick Bites""","""10am to 9pm(Mon-Sun)""","""Average""","""3.1""","""5"""
"""Midtown Cafe""","""150""","""Fast Food,Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/midtown-cafe-cidco/info""","""14""","""Quick Bites""","""1030am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Roti And Rice""","""200""","""North Indian""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/roti-and-rice-gadia-vihar/info""","""14""","""Quick Bites""","""11am to 3pm,7pm to 945pm(Mon-Sun)""","""Average""","""3.1""","""5"""
"""Cafe D3 Beyond Temptation""","""200""","""Fast Food""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/cafe-d3-beyond-temptation-ulkanagari/info""","""14""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.0""","""5"""
"""Food Junction Missal Katta""","""300""","""Street Food""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/food-junction-missal-katta-nirala-bazar/info""","""14""","""Quick Bites""","""930am to 930pm(Mon-Sun)""","""Good""","""3.5""","""12"""
"""Priti Momos & Chinese Food Corner""","""350""","""Momos,Chinese""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/priti-momos-chinese-food-corner-cidco/info""","""14""","""Quick Bites""","""3pm to 12midnight(Mon-Sun)""","""Very Good""","""4.0""","""54"""
"""Salt & Spices""","""200""","""Rolls""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/salt-spices-cidco/info""","""14""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Average""","""2.9""","""14"""
"""Shravani's Paratha House""","""400""","""North Indian""","""Aurangabad""","""Nirala Bazar""","""https://www.zomato.com/aurangabad/shravanis-paratha-house-nirala-bazar/info""","""14""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""2.7""","""10"""
"""Parbhani Tahari Darbar""","""200""","""Indian,Biryani""","""Aurangabad""","""Chikalthana""","""https://www.zomato.com/aurangabad/parbhani-tahari-darbar-chikalthana/info""","""14""","""Quick Bites""","""9am to 10pm(Mon-Sun)""","""Average""","""3.3""","""10"""
"""Khushi Fast Food""","""150""","""Fast Food""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/khushi-fast-food-usmanpura/info""","""14""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""12"""
"""Shree Gajanan Canteen""","""150""","""North Indian""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/shree-gajanan-canteen-cidco/info""","""14""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.2""","""6"""
"""Palkhi Roof Top  Veg Restaurant""","""450""","""North Indian,Chinese""","""Aurangabad""","""Ulkanagari""","""https://www.zomato.com/aurangabad/palkhi-roof-top-veg-restaurant-ulkanagari/info""","""14""","""Casual Dining""","""11am to 1030pm(Mon-Sun)""","""Average""","""3.2""","""10"""
"""Krishna Mewad Pure Veg""","""200""","""North Indian""","""Aurangabad""","""Mondha""","""https://www.zomato.com/aurangabad/krishna-mewad-pure-veg-mondha/info""","""14""","""Quick Bites""","""1030am to 4pm,7pm to 10pm(Mon-Sun)""","""Average""","""3.4""","""12"""
"""Wow""","""250""","""Fast Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/wow-cidco/info""","""15""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.1""","""9"""
"""Pokket Cafe""","""450""","""Cafe""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/pokket-cafe-gadia-vihar/info""","""15""","""Café""","""10am to 1030pm(Mon-Sun)""","""Average""","""3.3""","""9"""
"""Uttam Mithai""","""250""","""Mithai,Fast Food""","""Aurangabad""","""Gulmandi""","""https://www.zomato.com/aurangabad/uttam-mithai-gulmandi/info""","""15""","""Sweet Shop""","""11am to 11pm(Mon-Sun)""","""Good""","""3.6""","""54"""
"""Govinda Mewad Restaurant""","""350""","""South Indian,North Indian""","""Aurangabad""","""Gulmandi""","""https://www.zomato.com/aurangabad/govinda-mewad-restaurant-gulmandi/info""","""15""","""Casual Dining""","""9am to 10pm(Mon-Sun)""","""Average""","""2.8""","""7"""
"""Punjab National Hotel""","""700""","""North Indian,Chinese""","""Aurangabad""","""Gulmandi""","""https://www.zomato.com/aurangabad/punjab-national-hotel-gulmandi/info""","""15""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""88"""
"""Morya Veg Resturant""","""600""","""Malwani,Mediterranean""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/morya-veg-resturant-gadia-vihar/info""","""15""","""Casual Dining""","""1030am to 1030pm(Mon-Sun)""","""Average""","""2.8""","""13"""
"""Riwaayat""","""300""","""North Indian,Mughlai,Chinese""","""Aurangabad""","""Prozone Mall-- Chicalthana""","""https://www.zomato.com/aurangabad/riwaayat-chikalthana/info""","""15""","""Food Court""","""11am to 11pm(Mon-Sun)""","""Good""","""3.7""","""69"""
"""Dadaji's Cafe""","""350""","""Fast Food""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/dadajis-cafe-cidco/info""","""15""","""Quick Bites""","""9am to 1030pm(Mon-Sun)""","""Average""","""3.4""","""13"""
"""A.R. Juice Center""","""100""","""Juices""","""Aurangabad""","""Anand Nagar""","""https://www.zomato.com/aurangabad/a-r-juice-center-anand-nagar/info""","""15""","""Beverage Shop""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""U Like Pan Shop""","""100""","""Paan""","""Aurangabad""","""CIDCO""","""https://www.zomato.com/aurangabad/u-like-pan-shop-cidco/info""","""15""","""Paan Shop""","""930am to 730pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Green Hut""","""300""","""North Indian""","""Aurangabad""","""Chikalthana""","""https://www.zomato.com/aurangabad/green-hut-chikalthana/info""","""15""","""Food Court""","""1030am to 1030pm(Mon-Sun)""","""Average""","""3.3""","""7"""
"""Food Stand Pure Veg Family Restaurant""","""300""","""North Indian""","""Aurangabad""","""Gadia Vihar""","""https://www.zomato.com/aurangabad/food-stand-pure-veg-family-restaurant-gadia-vihar/info""","""15""","""Quick Bites""","""11am to 1030pm(Mon-Sun)""","""Average""","""3.3""","""10"""
"""Veg Petals""","""400""","""North Indian,Chinese""","""Aurangabad""","""Usmanpura""","""https://www.zomato.com/aurangabad/veg-petals-usmanpura/info""","""15""","""Quick Bites""","""10am to 330pm,630pm to 11pm(Mon,Tue,Wed...""","""Average""","""3.4""","""57"""
"""Madhur Mewar""","""300""","""North Indian,South Indian""","""Aurangabad""","""Gulmandi""","""https://www.zomato.com/aurangabad/madhur-mewar-gulmandi/info""","""15""","""Casual Dining""","""830am to 1015pm(Mon-Sun)""","""Not rated""","""-""","""-"""
